qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1172,78,17,3,7,14,1:17.749,\N,\N
1173,78,27,18,21,15,1:18.214,\N,\N
1174,78,32,9,15,16,1:18.249,\N,\N
1175,78,39,17,19,17,1:18.664,\N,\N
1176,78,33,17,18,18,1:19.034,\N,\N
1177,78,40,18,20,19,1:19.574,\N,\N
1178,78,22,6,2,20,\N,\N,\N
1179,79,15,7,16,1,1:10.625,\N,\N
1180,79,8,1,9,2,1:10.694,\N,\N
1181,79,18,16,3,3,1:11.277,\N,\N
1182,79,21,4,6,4,1:11.290,\N,\N
1183,79,30,6,1,5,1:11.369,\N,\N
1184,79,4,4,5,6,1:11.380,\N,\N
1185,79,22,6,2,7,1:11.431,\N,\N
1186,79,11,16,4,8,1:11.497,\N,\N
1187,79,17,3,7,9,1:11.527,\N,\N
1188,79,13,15,12,10,1:11.555,\N,\N
1189,79,31,1,10,11,1:11.681,\N,\N
1190,79,35,15,11,12,1:11.691,\N,\N
1191,79,41,7,17,13,1:11.754,\N,\N
1192,79,32,9,15,14,1:12.132,\N,\N
1193,79,2,3,8,15,1:12.430,\N,\N
1194,79,14,9,14,16,1:12.682,\N,\N
1195,79,33,17,18,17,1:13.462,\N,\N
1196,79,27,18,21,18,1:13.632,\N,\N
1197,79,39,17,19,19,1:13.776,\N,\N
1198,79,40,18,20,20,1:14.494,\N,\N
1199,80,4,4,5,1,1:14.412,\N,\N
1200,80,15,7,16,2,1:14.521,\N,\N
1201,80,8,1,9,3,1:14.559,\N,\N
1202,80,30,6,1,4,1:14.572,\N,\N
1203,80,11,16,4,5,1:14.655,\N,\N
1204,80,22,6,2,6,1:14.832,\N,\N
1205,80,21,4,6,7,1:14.887,\N,\N
1206,80,18,16,3,8,1:15.051,\N,\N
1207,80,31,1,10,9,1:15.406,\N,\N
1208,80,13,15,12,10,1:15.566,\N,\N
1209,80,35,15,11,11,1:15.699,\N,\N
1210,80,23,7,17,12,1:15.771,\N,\N
1211,80,17,3,7,13,1:15.885,\N,\N
1212,80,2,3,8,14,1:16.207,\N,\N
1213,80,14,9,14,15,1:16.434,\N,\N
1214,80,32,9,15,16,1:16.547,\N,\N
1215,80,39,17,19,17,1:17.857,\N,\N
1216,80,40,18,20,18,1:17.960,\N,\N
1217,80,33,17,18,19,1:18.047,\N,\N
1218,80,27,18,21,20,1:18.335,\N,\N
1219,81,4,4,5,1,1:19.905,\N,\N
1220,81,8,1,9,2,1:19.932,\N,\N
1221,81,18,16,3,3,1:20.207,\N,\N
1222,81,31,1,10,4,1:20.382,\N,\N
1223,81,15,7,16,5,1:20.459,\N,\N
1224,81,22,6,2,6,1:20.906,\N,\N
1225,81,21,4,6,7,1:21.010,\N,\N
1226,81,11,16,4,8,1:21.114,\N,\N
1227,81,23,7,17,9,1:21.191,\N,\N
1228,81,30,6,1,10,1:21.275,\N,\N
1229,81,35,15,11,11,1:21.352,\N,\N
1230,81,17,3,7,12,1:21.997,\N,\N
1231,81,14,9,14,13,1:22.108,\N,\N
1232,81,2,3,8,14,1:22.117,\N,\N
1233,81,32,9,15,15,1:22.207,\N,\N
1234,81,13,15,12,16,1:22.495,\N,\N
1235,81,39,17,19,17,1:23.583,\N,\N
1236,81,27,18,21,18,1:24.576,\N,\N
1237,81,40,18,20,19,1:25.566,\N,\N
1238,81,33,17,18,20,\N,\N,\N
1239,82,8,1,9,1,1:14.320,\N,\N
1240,82,18,16,3,2,1:14.759,\N,\N
1241,82,4,4,5,3,1:14.904,\N,\N
1242,82,21,4,6,4,1:14.927,\N,\N
1243,82,30,6,1,5,1:15.006,\N,\N
1244,82,17,3,7,6,1:15.070,\N,\N
1245,82,2,3,8,7,1:15.403,\N,\N
1246,82,11,16,4,8,1:15.501,\N,\N
1247,82,15,7,16,9,1:15.532,\N,\N
1248,82,32,9,15,10,1:15.635,\N,\N
1249,82,14,9,14,11,1:15.679,\N,\N
1250,82,23,7,17,12,1:15.689,\N,\N
1251,82,13,15,12,13,1:16.009,\N,\N
1252,82,35,15,11,14,1:16.012,\N,\N
1253,82,22,6,2,15,1:16.230,\N,\N
1254,82,27,18,21,16,1:17.519,\N,\N
1255,82,38,18,20,17,1:18.313,\N,\N
1256,82,33,17,18,18,1:18.599,\N,\N
1257,82,31,1,10,19,\N,\N,\N
1258,82,39,17,19,20,\N,\N,\N
1259,83,30,6,1,1,1:19.882,\N,\N
1260,83,31,1,10,2,1:20.779,\N,\N
1261,83,15,7,16,3,1:20.839,\N,\N
1262,83,8,1,9,4,1:20.891,\N,\N
1263,83,23,7,17,5,1:20.964,\N,\N
1264,83,4,4,5,6,1:21.141,\N,\N
1265,83,22,6,2,7,1:21.158,\N,\N
1266,83,18,16,3,8,1:21.302,\N,\N
1267,83,21,4,6,9,1:21.333,\N,\N
1268,83,11,16,4,10,1:21.787,\N,\N
1269,83,32,9,15,11,1:21.937,\N,\N
1270,83,2,3,8,12,1:22.086,\N,\N
1271,83,14,9,14,13,1:22.279,\N,\N
1272,83,13,15,12,14,1:22.565,\N,\N
1273,83,35,15,11,15,1:22.866,\N,\N
1274,83,17,3,7,16,1:23.495,\N,\N
1275,83,27,18,21,17,1:24.443,\N,\N
1276,83,39,17,19,18,1:25.057,\N,\N
1277,83,38,18,20,19,1:25.484,\N,\N
1278,83,33,17,18,20,\N,\N,\N
1279,84,8,1,9,1,1:26.797,\N,\N
1280,84,21,4,6,2,1:27.039,\N,\N
1281,84,4,4,5,3,1:27.050,\N,\N
1282,84,31,1,10,4,1:27.352,\N,\N
1283,84,15,7,16,5,1:27.501,\N,\N
1284,84,2,3,8,6,1:27.929,\N,\N
1285,84,17,3,7,7,1:27.944,\N,\N
1286,84,13,15,12,8,1:28.419,\N,\N
1287,84,23,7,17,9,1:28.594,\N,\N
1288,84,32,9,15,10,1:28.963,\N,\N
1289,84,22,6,2,11,1:29.369,\N,\N
1290,84,14,9,14,12,1:29.764,\N,\N
1291,84,18,16,3,13,1:30.063,\N,\N
1292,84,11,16,4,14,1:30.175,\N,\N
1293,84,33,17,18,15,1:30.710,\N,\N
1294,84,27,18,21,16,1:32.186,\N,\N
1295,84,38,18,20,17,\N,\N,\N
1296,84,35,15,11,18,\N,\N,\N
1297,84,39,17,19,19,\N,\N,\N
1298,84,30,6,1,20,\N,\N,\N
1299,85,8,1,9,1,1:20.878,\N,\N
1300,85,31,1,10,2,1:21.054,\N,\N
1301,85,4,4,5,3,1:21.319,\N,\N
1302,85,18,16,3,4,1:21.369,\N,\N
1303,85,11,16,4,5,1:21.477,\N,\N
1304,85,15,7,16,6,1:21.640,\N,\N
1305,85,30,6,1,7,1:21.721,\N,\N
1306,85,22,6,2,8,1:21.962,\N,\N
1307,85,21,4,6,9,1:22.068,\N,\N
1308,85,23,7,17,10,1:22.266,\N,\N
1309,85,14,9,14,11,1:22.304,\N,\N
1310,85,35,15,11,12,1:22.356,\N,\N
1311,85,32,9,15,13,1:22.532,\N,\N
1312,85,17,3,7,14,1:22.560,\N,\N
1313,85,13,15,12,15,1:23.060,\N,\N
1314,85,42,3,8,16,1:23.291,\N,\N
1315,85,33,17,18,17,1:24.666,\N,\N
1316,85,38,18,20,18,1:24.904,\N,\N
1317,85,39,17,19,19,1:25.859,\N,\N
1318,85,27,18,21,20,1:26.964,\N,\N
1319,86,31,1,10,1,1:46.391,\N,\N
1320,86,8,1,9,2,1:46.440,\N,\N
1321,86,21,4,6,3,1:46.497,\N,\N
1322,86,15,7,16,4,1:46.596,\N,\N
1323,86,4,4,5,5,1:46.760,\N,\N
1324,86,23,7,17,6,1:47.401,\N,\N
1325,86,30,6,1,7,1:47.476,\N,\N
1326,86,13,15,12,8,1:47.867,\N,\N
1327,86,18,16,3,9,1:47.978,\N,\N
1328,86,17,3,7,10,1:48.071,\N,\N
1329,86,11,16,4,11,1:48.353,\N,\N
1330,86,14,9,14,12,1:48.508,\N,\N
1331,86,22,6,2,13,1:48.550,\N,\N
1332,86,35,15,11,14,1:48.889,\N,\N
1333,86,42,3,8,15,1:48.898,\N,\N
1334,86,32,9,15,16,1:48.994,\N,\N
1335,86,38,18,20,17,1:49.779,\N,\N
1336,86,27,18,21,18,1:49.842,\N,\N
1337,86,33,17,18,19,1:51.498,\N,\N
1338,86,39,17,19,20,1:51.675,\N,\N
1339,87,4,4,5,1,1:11.988,\N,\N
1340,87,31,1,10,2,1:12.145,\N,\N
1341,87,21,4,6,3,1:12.558,\N,\N
1342,87,18,16,3,4,1:12.696,\N,\N
1343,87,8,1,9,5,1:12.781,\N,\N
1344,87,32,9,15,6,1:12.889,\N,\N
1345,87,30,6,1,7,1:12.976,\N,\N
1346,87,15,7,16,8,1:13.041,\N,\N
1347,87,13,15,12,9,1:13.151,\N,\N
1348,87,22,6,2,10,1:13.183,\N,\N
1349,87,23,7,17,11,1:13.285,\N,\N
1350,87,35,15,11,12,1:13.372,\N,\N
1351,87,33,17,18,13,1:13.387,\N,\N
1352,87,17,3,7,14,1:13.538,\N,\N
1353,87,42,3,8,15,1:13.581,\N,\N
1354,87,14,9,14,16,1:13.844,\N,\N
1355,87,39,17,19,17,1:14.520,\N,\N
1356,87,27,18,21,18,1:14.763,\N,\N
1357,87,11,16,4,19,\N,\N,\N
1358,87,38,18,20,20,\N,\N,\N
1359,88,23,7,17,1,1:46.106,\N,\N
1360,88,18,16,3,2,1:46.141,\N,\N
1361,88,21,4,6,3,1:46.276,\N,\N
1362,88,32,9,15,4,1:46.464,\N,\N
1363,88,11,16,4,5,1:46.841,\N,\N
1364,88,14,9,14,6,1:46.892,\N,\N
1365,88,17,3,7,7,1:47.233,\N,\N
1366,88,35,15,11,8,1:47.440,\N,\N
1367,88,22,6,2,9,1:48.248,\N,\N
1368,88,13,15,12,10,1:48.278,\N,\N
1369,88,39,17,19,11,1:48.718,\N,\N
1370,88,42,3,8,12,1:48.898,\N,\N
1371,88,27,18,21,13,1:50.843,\N,\N
1372,88,30,6,1,14,1:52.676,\N,\N
1373,88,38,18,20,15,1:52.894,\N,\N
1374,88,4,4,5,16,1:54.667,\N,\N
1375,88,8,1,9,17,2:02.309,\N,\N
1376,88,31,1,10,18,\N,\N,\N
1377,88,15,7,16,19,\N,\N,\N
1378,88,33,17,18,20,\N,\N,\N
1379,89,4,4,5,1,1:34.080,\N,\N
1380,89,21,4,6,2,1:34.401,\N,\N
1381,89,8,1,9,3,1:34.488,\N,\N
1382,89,18,16,3,4,1:34.801,\N,\N
1383,89,31,1,10,5,1:35.188,\N,\N
1384,89,30,6,1,6,1:35.301,\N,\N
1385,89,14,9,14,7,1:35.428,\N,\N
1386,89,22,6,2,8,1:35.610,\N,\N
1387,89,23,7,17,9,1:35.723,\N,\N
1388,89,17,3,7,10,1:35.739,\N,\N
1389,89,13,15,12,11,1:35.898,\N,\N
1390,89,15,7,16,12,1:36.044,\N,\N
1391,89,42,3,8,13,1:36.445,\N,\N
1392,89,32,9,15,14,1:36.472,\N,\N
1393,89,39,17,19,15,1:36.707,\N,\N
1394,89,35,15,11,16,1:36.788,\N,\N
1395,89,11,16,4,17,1:37.083,\N,\N
1396,89,27,18,21,18,1:39.105,\N,\N
1397,89,33,17,18,19,1:39.233,\N,\N
1398,89,38,18,20,20,1:39.460,\N,\N
1399,104,22,6,2,1,1:20.089,\N,\N
1400,104,31,3,3,2,1:20.620,\N,\N
1401,104,30,6,1,3,1:20.637,\N,\N
1402,104,4,4,8,4,1:20.645,\N,\N
1403,104,11,16,10,5,1:20.715,\N,\N
1404,104,18,16,9,6,1:20.786,\N,\N
1405,104,8,1,6,7,1:20.877,\N,\N
1406,104,42,3,4,8,1:20.888,\N,\N
1407,104,15,4,7,9,1:21.027,\N,\N
1408,104,14,1,5,10,1:21.049,\N,\N
1409,104,41,7,16,11,1:21.520,\N,\N
1410,104,17,19,14,12,1:21.602,\N,\N
1411,104,44,7,17,13,1:21.841,\N,\N
1412,104,32,19,15,14,1:21.989,\N,\N
1413,104,21,15,11,15,1:22.239,\N,\N
1414,104,13,15,12,16,1:22.287,\N,\N
1415,104,2,17,18,17,1:22.301,\N,\N
1416,104,45,17,19,18,1:23.239,\N,\N
1417,104,47,18,20,19,1:24.808,\N,\N
1418,104,46,18,21,20,1:24.910,\N,\N
1419,109,4,4,8,1,1:37.044,\N,\N
1420,109,15,4,7,2,1:37.217,\N,\N
1421,109,30,6,1,3,1:37.393,\N,\N
1422,109,14,1,5,4,1:37.454,\N,\N
1423,109,22,6,2,5,1:37.579,\N,\N
1424,109,2,15,9,6,1:37.766,\N,\N
1425,109,8,1,6,7,1:37.858,\N,\N
1426,109,31,3,3,8,1:37.974,\N,\N
1427,109,18,16,17,9,1:38.073,\N,\N
1428,109,44,7,20,10,1:38.094,\N,\N
1429,109,43,7,21,11,1:38.097,\N,\N
1430,109,35,16,16,12,1:38.289,\N,\N
1431,109,49,15,10,13,1:38.291,\N,\N
1432,109,21,17,11,14,1:38.416,\N,\N
1433,109,42,19,15,15,1:38.516,\N,\N
1434,109,17,19,14,16,1:38.624,\N,\N
1435,109,23,3,4,17,1:38.789,\N,\N
1436,109,50,18,19,18,1:40.417,\N,\N
1437,109,51,18,18,19,1:40.599,\N,\N
1438,109,52,17,12,20,1:40.910,\N,\N
1439,125,30,6,1,1,1:35.266,\N,\N
1440,125,31,3,6,2,1:35.497,\N,\N
1441,125,22,6,2,3,1:35.891,\N,\N
1442,125,23,3,3,4,1:36.028,\N,\N
1443,125,8,1,4,5,1:36.468,\N,\N
1444,125,14,1,3,6,1:36.477,\N,\N
1445,125,2,15,7,7,1:37.199,\N,\N
1446,125,18,4,15,8,1:37.245,\N,\N
1447,125,21,17,9,9,1:37.536,\N,\N
1448,125,63,7,24,10,1:37.694,\N,\N
1449,125,49,21,20,11,1:37.919,\N,\N
1450,125,15,4,14,12,1:37.920,\N,\N
1451,125,35,16,11,13,1:38.039,\N,\N
1452,125,13,15,8,14,1:38.057,\N,\N
1453,125,11,17,10,15,1:38.141,\N,\N
1454,125,59,21,21,16,1:38.284,\N,\N
1455,125,37,19,17,17,1:38.374,\N,\N
1456,125,44,16,12,18,1:38.390,\N,\N
1457,125,66,7,25,19,1:38.959,\N,\N
1458,125,56,19,16,20,1:39.121,\N,\N
1459,125,17,18,23,21,1:39.454,\N,\N
1460,125,62,18,22,22,1:40.158,\N,\N
1461,140,30,6,1,1,1:31.317,\N,\N
1462,140,22,6,2,2,1:31.749,\N,\N
1463,140,14,1,3,3,1:32.088,\N,\N
1464,140,8,1,4,4,1:32.197,\N,\N
1465,140,23,3,5,5,1:32.444,\N,\N
1466,140,31,3,6,6,1:32.507,\N,\N
1467,140,11,17,10,7,1:33.090,\N,\N
1468,140,21,17,9,8,1:33.276,\N,\N
1469,140,35,16,11,9,1:33.349,\N,\N
1470,140,18,4,15,10,1:33.429,\N,\N
1471,140,15,4,14,11,1:33.547,\N,\N
1472,140,2,15,7,12,1:33.553,\N,\N
1473,140,63,7,24,13,1:33.742,\N,\N
1474,140,56,19,16,14,1:33.915,\N,\N
1475,140,13,15,8,15,1:33.979,\N,\N
1476,140,44,16,12,16,1:34.192,\N,\N
1477,140,37,19,17,17,1:34.227,\N,\N
1478,140,66,7,25,18,1:35.191,\N,\N
1479,140,17,18,23,19,1:35.958,\N,\N
1480,140,62,18,22,20,1:36.267,\N,\N
1481,156,30,6,1,1,1:11.708,\N,\N
1482,156,23,3,5,2,1:11.986,\N,\N
1483,156,31,3,6,3,1:12.252,\N,\N
1484,156,57,1,3,4,1:12.309,\N,\N
1485,156,22,6,2,5,1:12.327,\N,\N
1486,156,2,15,16,6,1:12.434,\N,\N
1487,156,14,1,4,7,1:12.500,\N,\N
1488,156,15,17,11,8,1:12.605,\N,\N
1489,156,55,17,12,9,1:12.607,\N,\N
1490,156,18,22,8,10,1:12.805,\N,\N
1491,156,8,15,17,11,1:12.881,\N,\N
1492,156,21,22,7,12,1:12.942,\N,\N
1493,156,44,16,9,13,1:13.122,\N,\N
1494,156,56,19,18,14,1:13.189,\N,\N
1495,156,49,20,22,15,1:13.281,\N,\N
1496,156,37,19,19,16,1:13.679,\N,\N
1497,156,4,18,21,17,1:13.991,\N,\N
1498,156,35,16,10,18,1:14.012,\N,\N
1499,156,59,21,15,19,1:14.129,\N,\N
1500,156,50,21,14,20,1:14.138,\N,\N
1501,156,61,20,23,21,1:14.185,\N,\N
1502,156,62,18,20,22,1:15.247,\N,\N
1503,158,57,1,1,1,1:30.556,\N,\N
1504,158,14,1,2,2,1:30.910,\N,\N
1505,158,30,6,3,3,1:31.075,\N,\N
1506,158,22,6,4,4,1:31.102,\N,\N
1507,158,49,17,5,5,1:31.359,\N,\N
1508,158,15,17,6,6,1:31.504,\N,\N
1509,158,56,19,7,7,1:31.514,\N,\N
1510,158,35,16,22,8,1:31.968,\N,\N
1511,158,21,22,11,9,1:31.992,\N,\N
1512,158,63,15,17,10,1:32.018,\N,\N
1513,158,23,3,9,11,1:32.220,\N,\N
1514,158,37,21,18,12,1:32.323,\N,\N
1515,158,50,21,19,13,1:32.477,\N,\N
1516,158,25,22,12,14,1:32.775,\N,\N
1517,158,2,20,15,15,1:33.024,\N,\N
1518,158,41,16,23,16,1:33.117,\N,\N
1519,158,55,20,14,17,1:33.197,\N,\N
1520,158,48,18,20,18,1:33.261,\N,\N
1521,158,64,15,16,19,1:33.378,\N,\N
1522,158,65,19,8,20,1:33.638,\N,\N
1523,158,18,3,10,21,1:33.828,\N,\N
1524,158,60,18,21,22,1:34.705,\N,\N
1525,160,57,1,1,1,1:24.714,\N,\N
1526,160,30,6,3,2,1:24.805,\N,\N
1527,160,14,1,2,3,1:25.014,\N,\N
1528,160,22,6,4,4,1:25.871,\N,\N
1529,160,23,3,9,5,1:25.871,\N,\N
1530,160,49,17,5,6,1:25.892,\N,\N
1531,160,56,19,7,7,1:25.929,\N,\N
1532,160,15,17,6,8,1:26.002,\N,\N
1533,160,35,16,22,9,1:26.124,\N,\N
1534,160,64,15,16,10,1:26.238,\N,\N
1535,160,25,22,12,11,1:26.281,\N,\N
1536,160,63,15,17,12,1:26.336,\N,\N
1537,160,37,21,18,13,1:26.349,\N,\N
1538,160,41,16,23,14,1:26.814,\N,\N
1539,160,55,20,14,15,1:26.824,\N,\N
1540,160,50,21,19,16,1:26.845,\N,\N
1541,160,65,19,8,17,1:27.051,\N,\N
1542,160,18,3,10,18,1:27.135,\N,\N
1543,160,21,22,11,19,1:27.253,\N,\N
1544,160,60,18,21,20,1:28.161,\N,\N
1545,160,48,18,20,21,1:28.333,\N,\N
1546,160,2,20,15,22,1:28.361,\N,\N
1547,161,22,6,4,1,1:25.703,\N,\N
1548,161,49,17,5,2,1:25.706,\N,\N
1549,161,57,1,1,3,1:25.741,\N,\N
1550,161,14,1,2,4,1:26.088,\N,\N
1551,161,30,6,3,5,1:26.161,\N,\N
1552,161,18,3,10,6,1:26.733,\N,\N
1553,161,23,3,9,7,1:26.786,\N,\N
1554,161,50,21,19,8,1:26.793,\N,\N
1555,161,56,19,7,9,1:26.818,\N,\N
1556,161,35,16,22,10,1:27.025,\N,\N
1557,161,15,17,6,11,1:27.164,\N,\N
1558,161,21,22,11,12,1:27.253,\N,\N
1559,161,64,15,16,13,1:27.301,\N,\N
1560,161,65,19,8,14,1:27.461,\N,\N
1561,161,55,20,14,15,1:27.559,\N,\N
1562,161,41,16,23,16,1:27.772,\N,\N
1563,161,2,20,15,17,1:27.806,\N,\N
1564,161,63,15,17,18,1:28.110,\N,\N
1565,161,37,21,18,19,1:28.135,\N,\N
1566,161,25,22,12,20,1:28.205,\N,\N
1567,161,48,18,20,21,1:28.253,\N,\N
1568,161,60,18,21,22,1:29.174,\N,\N
1569,173,30,6,3,1,1:35.825,\N,\N
1570,173,57,1,1,2,1:35.834,\N,\N
1571,173,14,1,2,3,1:36.236,\N,\N
1572,173,22,6,4,4,1:36.330,\N,\N
1573,173,18,3,10,5,1:36.628,\N,\N
1574,173,23,3,9,6,1:36.788,\N,\N
1575,173,56,19,7,7,1:36.899,\N,\N
1576,173,49,17,5,8,1:37.243,\N,\N
1577,173,35,16,22,9,1:37.267,\N,\N
1578,173,65,19,8,10,1:37.329,\N,\N
1579,173,25,22,12,11,1:37.348,\N,\N
1580,173,21,22,11,12,1:37.479,\N,\N
1581,173,37,21,18,13,1:37.652,\N,\N
1582,173,50,21,19,14,1:37.674,\N,\N
1583,173,15,17,6,15,1:37.679,\N,\N
1584,173,2,20,15,16,1:38.141,\N,\N
1585,173,55,20,14,17,1:38.209,\N,\N
1586,173,41,16,23,18,1:38.269,\N,\N
1587,173,63,15,17,19,1:38.490,\N,\N
1588,173,64,15,16,20,1:38.576,\N,\N
1589,173,48,18,20,21,1:39.972,\N,\N
1590,173,60,18,21,22,1:40.462,\N,\N
1591,175,57,1,1,1,1:30.462,\N,\N
1592,175,14,1,2,2,1:30.946,\N,\N
1593,175,30,6,3,3,1:31.781,\N,\N
1594,175,22,24,16,4,1:32.148,\N,\N
1595,175,49,17,8,5,1:32.276,\N,\N
1596,175,56,6,4,6,1:32.289,\N,\N
1597,175,21,22,9,7,1:32.540,\N,\N
1598,175,23,3,6,8,1:32.691,\N,\N
1599,175,71,17,7,9,1:32.695,\N,\N
1600,175,25,22,10,10,1:32.789,\N,\N
1601,175,35,16,22,11,1:32.888,\N,\N
1602,175,15,20,19,12,1:32.971,\N,\N
1603,175,65,24,17,13,1:32.991,\N,\N
1604,175,64,15,12,14,1:33.374,\N,\N
1605,175,70,3,5,15,1:33.549,\N,\N
1606,175,55,15,11,16,1:33.910,\N,\N
1607,175,68,21,15,17,1:34.182,\N,\N
1608,175,37,21,14,18,1:34.244,\N,\N
1609,175,41,16,23,19,1:34.412,\N,\N
1610,175,44,20,18,20,1:35.068,\N,\N
1611,175,69,18,20,21,1:35.316,\N,\N
1612,175,48,18,21,22,1:37.013,\N,\N
1613,176,57,1,1,1,1:16.568,\N,\N
1614,176,14,1,2,2,1:16.715,\N,\N
1615,176,22,24,16,3,1:17.305,\N,\N
1616,176,30,6,3,4,1:17.578,\N,\N
1617,176,21,22,9,5,1:17.810,\N,\N
1618,176,56,6,4,6,1:17.843,\N,\N
1619,176,71,17,7,7,1:17.884,\N,\N
1620,176,49,17,8,8,1:17.902,\N,\N
1621,176,25,22,10,9,1:18.334,\N,\N
1622,176,65,24,17,10,1:18.374,\N,\N
1623,176,23,3,6,11,1:18.506,\N,\N
1624,176,44,20,18,12,1:18.636,\N,\N
1625,176,15,20,19,13,1:18.684,\N,\N
1626,176,55,15,11,14,1:18.716,\N,\N
1627,176,64,15,12,15,1:19.194,\N,\N
1628,176,70,3,5,16,1:19.452,\N,\N
1629,176,72,18,20,17,1:20.016,\N,\N
1630,176,37,21,14,18,1:20.075,\N,\N
1631,176,68,21,15,19,1:20.096,\N,\N
1632,176,48,18,21,20,1:20.710,\N,\N
1633,176,35,16,22,21,\N,\N,\N
1634,177,57,1,1,1,1:26.362,\N,\N
1635,177,14,1,2,2,1:26.384,\N,\N
1636,177,30,6,3,3,1:26.538,\N,\N
1637,177,56,6,4,4,1:26.993,\N,\N
1638,177,35,16,22,5,1:27.313,\N,\N
1639,177,22,24,16,6,1:27.409,\N,\N
1640,177,49,17,8,7,1:27.613,\N,\N
1641,177,71,17,7,8,1:27.708,\N,\N
1642,177,23,3,6,9,1:27.770,\N,\N
1643,177,70,3,5,10,1:28.142,\N,\N
1644,177,44,20,18,11,1:28.205,\N,\N
1645,177,65,24,17,12,1:28.246,\N,\N
1646,177,55,15,11,13,1:28.253,\N,\N
1647,177,15,20,19,14,1:28.403,\N,\N
1648,177,64,15,12,15,1:28.599,\N,\N
1649,177,21,22,9,16,1:28.750,\N,\N
1650,177,25,22,10,17,1:28.765,\N,\N
1651,177,37,21,14,18,1:29.293,\N,\N
1652,177,63,16,23,19,1:29.451,\N,\N
1653,177,68,21,15,20,1:29.656,\N,\N
1654,177,48,18,21,21,1:30.035,\N,\N
1655,177,69,18,22,22,1:30.945,\N,\N
1656,191,57,1,8,1,1:30.010,\N,\N
1657,191,14,1,7,2,1:30.053,\N,\N
1658,191,30,6,3,3,1:30.767,\N,\N
1659,191,35,3,1,4,1:30.919,\N,\N
1660,191,65,15,15,5,1:31.384,\N,\N
1661,191,49,3,2,6,1:31.397,\N,\N
1662,191,21,22,5,7,1:31.733,\N,\N
1663,191,56,6,4,8,1:31.767,\N,\N
1664,191,23,17,10,9,1:32.392,\N,\N
1665,191,71,17,9,10,1:32.399,\N,\N
1666,191,25,22,6,11,1:32.726,\N,\N
1667,191,55,15,14,12,1:33.240,\N,\N
1668,191,68,25,20,13,1:33.291,\N,\N
1669,191,22,24,18,14,1:33.383,\N,\N
1670,191,15,20,12,15,1:33.739,\N,\N
1671,191,63,21,17,16,1:33.927,\N,\N
1672,191,74,18,23,17,1:34.646,\N,\N
1673,191,76,24,19,18,1:34.906,\N,\N
1674,191,73,25,20,19,1:35.119,\N,\N
1675,191,64,21,16,20,1:35.140,\N,\N
1676,191,44,20,14,21,1:35.215,\N,\N
1677,191,75,18,22,22,1:35.301,\N,\N
1678,192,57,1,8,1,1:17.092,\N,\N
1679,192,14,1,7,2,1:17.757,\N,\N
1680,192,49,3,2,3,1:18.109,\N,\N
1681,192,30,6,3,4,1:18.250,\N,\N
1682,192,25,22,6,5,1:18.261,\N,\N
1683,192,56,6,4,6,1:18.449,\N,\N
1684,192,21,22,5,7,1:18.652,\N,\N
1685,192,23,17,10,8,1:18.735,\N,\N
1686,192,44,20,14,9,1:18.753,\N,\N
1687,192,35,3,1,10,1:18.761,\N,\N
1688,192,71,17,9,11,1:18.988,\N,\N
1689,192,15,20,12,12,1:19.069,\N,\N
1690,192,22,24,18,13,1:19.344,\N,\N
1691,192,65,15,15,14,1:19.375,\N,\N
1692,192,55,15,14,15,1:19.449,\N,\N
1693,192,76,24,19,16,1:19.644,\N,\N
1694,192,68,25,21,17,1:20.203,\N,\N
1695,192,75,18,22,18,1:20.390,\N,\N
1696,192,74,18,23,19,1:20.459,\N,\N
1697,192,63,21,17,20,1:20.481,\N,\N
1698,192,73,25,20,21,1:20.748,\N,\N
1699,192,64,21,16,22,1:20.847,\N,\N
1700,193,14,1,7,1,1:25.852,\N,\N
1701,193,30,6,3,2,1:26.251,\N,\N
1702,193,57,1,8,3,1:26.632,\N,\N
1703,193,56,6,4,4,1:26.780,\N,\N
1704,193,23,17,10,5,1:26.827,\N,\N
1705,193,49,3,2,6,1:26.876,\N,\N
1706,193,35,3,1,7,1:26.941,\N,\N
1707,193,25,22,6,8,1:27.198,\N,\N
1708,193,71,17,9,9,1:27.483,\N,\N
1709,193,21,22,5,10,1:27.836,\N,\N
1710,193,55,15,14,11,1:27.839,\N,\N
1711,193,65,15,15,12,1:28.016,\N,\N
1712,193,68,25,18,13,1:28.811,\N,\N
1713,193,22,24,18,14,1:29.249,\N,\N
1714,193,44,20,11,15,1:29.320,\N,\N
1715,193,15,20,12,16,1:29.352,\N,\N
1716,193,63,21,17,17,1:29.617,\N,\N
1717,193,64,21,16,18,1:29.617,\N,\N
1718,193,75,18,22,19,1:30.054,\N,\N
1719,193,74,18,23,20,1:30.158,\N,\N
1720,193,73,25,20,21,1:30.437,\N,\N
1721,193,76,24,19,22,1:31.178,\N,\N
1722,199,57,1,8,1,1:23.271,\N,\N
1723,199,30,6,3,2,1:23.720,\N,\N
1724,199,35,3,1,3,1:24.102,\N,\N
1725,199,14,1,7,4,1:24.310,\N,\N
1726,199,56,6,4,5,1:24.436,\N,\N
1727,199,49,3,2,6,1:24.442,\N,\N
1728,199,71,17,9,7,1:24.542,\N,\N
1729,199,55,15,14,8,1:25.081,\N,\N
1730,199,65,15,15,9,1:25.084,\N,\N
1731,199,21,22,5,10,1:25.654,\N,\N
