qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
5357,876,807,10,12,12,1:27.185,1:26.241,\N
5358,876,811,3,19,13,1:26.851,1:26.331,\N
5359,876,30,131,7,14,1:27.482,1:26.574,\N
5360,876,817,5,16,15,1:27.006,1:26.777,\N
5361,876,814,10,11,16,1:27.462,1:26.989,\N
5362,876,155,15,14,17,1:27.517,1:27.219,\N
5363,876,818,5,17,18,1:27.525,\N,\N
5364,876,808,207,21,19,1:28.756,\N,\N
5365,876,5,207,20,20,1:29.500,\N,\N
5366,876,10,206,24,21,1:29.613,\N,\N
5367,876,37,164,22,22,1:30.592,\N,\N
5368,876,39,164,23,23,1:30.593,\N,\N
5369,876,819,206,25,24,1:30.662,\N,\N
5370,877,1,1,4,1,1:41.497,1:40.901,1:40.630
5371,877,17,9,2,2,1:41.933,1:41.277,1:40.978
5372,877,20,9,1,3,1:42.160,1:41.511,1:41.073
5373,877,813,3,18,4,1:41.981,1:41.907,1:41.226
5374,877,8,208,9,5,1:42.222,1:41.532,1:41.260
5375,877,18,1,3,6,1:42.342,1:41.873,1:41.290
5376,877,4,6,5,7,1:41.939,1:41.514,1:41.582
5377,877,3,131,8,8,1:41.926,1:41.698,1:41.603
5378,877,13,6,6,9,1:41.974,1:41.846,1:41.723
5379,877,154,208,10,10,1:42.046,1:41.620,1:41.778
5380,877,807,10,12,11,1:42.579,1:42.019,\N
5381,877,815,15,15,12,1:42.624,1:42.084,\N
5382,877,814,10,11,13,1:42.572,1:42.218,\N
5383,877,30,131,7,14,1:42.735,1:42.289,\N
5384,877,811,3,19,15,1:43.298,1:42.330,\N
5385,877,155,15,14,16,1:43.582,1:42.606,\N
5386,877,817,5,16,17,1:43.280,1:42.765,\N
5387,877,818,5,17,18,1:44.058,\N,\N
5388,877,5,207,20,19,1:44.956,\N,\N
5389,877,819,206,25,20,1:45.089,\N,\N
5390,877,808,207,21,21,1:45.151,\N,\N
5391,877,10,206,24,22,1:45.426,\N,\N
5392,877,37,164,22,23,1:45.766,\N,\N
5393,877,39,164,23,24,1:46.382,\N,\N
5394,878,20,9,1,1,1:36.558,1:35.796,1:35.657
5395,878,1,1,4,2,1:37.058,1:36.795,1:35.766
5396,878,17,9,2,3,1:37.215,1:36.298,1:36.174
5397,878,154,208,10,4,1:37.486,1:36.906,1:36.587
5398,878,8,208,9,5,1:38.051,1:37.404,1:36.708
5399,878,30,131,7,6,1:37.927,1:37.102,1:36.794
5400,878,13,6,6,7,1:37.667,1:36.549,1:36.937
5401,878,807,10,12,8,1:37.756,1:37.066,1:37.141
5402,878,4,6,5,9,1:37.968,1:37.123,1:37.300
5403,878,813,3,18,10,1:37.537,1:37.011,1:37.842
5404,878,811,3,19,11,1:37.520,1:37.604,\N
5405,878,18,1,3,12,1:37.565,1:37.616,\N
5406,878,814,10,11,13,1:38.104,1:37.665,\N
5407,878,818,5,17,14,1:38.434,1:37.879,\N
5408,878,815,15,15,15,1:38.500,1:38.206,\N
5409,878,155,15,14,16,1:38.418,1:38.437,\N
5410,878,3,131,8,17,1:38.862,1:38.501,\N
5411,878,817,5,16,18,1:39.114,\N,\N
5412,878,10,206,24,19,1:40.056,\N,\N
5413,878,819,206,25,20,1:40.664,\N,\N
5414,878,808,207,21,21,1:40.809,\N,\N
5415,878,5,207,20,22,1:41.166,\N,\N
5416,878,37,164,22,23,1:42.011,\N,\N
5417,878,39,164,23,24,1:42.740,\N,\N
5418,879,1,1,4,1,1:15.075,1:13.398,1:12.458
5419,879,18,1,3,2,1:15.456,1:13.515,1:12.513
5420,879,17,9,2,3,1:16.180,1:13.667,1:12.581
5421,879,20,9,1,4,1:15.644,1:13.209,1:12.760
5422,879,13,6,6,5,1:16.263,1:14.048,1:12.987
5423,879,813,3,18,6,1:16.266,1:13.698,1:13.174
5424,879,807,10,12,7,1:15.536,1:13.704,1:13.206
5425,879,4,6,5,8,1:16.097,1:13.856,1:13.253
5426,879,8,208,9,9,1:16.432,1:13.698,1:13.298
5427,879,3,131,8,10,1:15.929,1:13.848,1:13.489
5428,879,814,10,11,11,1:15.901,1:14.121,\N
5429,879,811,3,19,12,1:15.333,1:14.219,\N
5430,879,815,15,15,13,1:15.974,1:14.234,\N
5431,879,30,131,7,14,1:16.005,1:14.334,\N
5432,879,155,15,14,15,1:16.400,1:14.380,\N
5433,879,817,5,16,16,1:16.744,1:14.574,\N
5434,879,818,5,17,17,1:16.722,1:14.619,\N
5435,879,154,208,10,18,1:16.967,\N,\N
5436,879,808,207,21,19,1:17.073,\N,\N
5437,879,5,207,20,20,1:17.086,\N,\N
5438,879,10,206,24,21,1:17.508,\N,\N
5439,879,819,206,25,22,1:18.104,\N,\N
5440,879,39,164,23,23,1:19.576,\N,\N
5441,879,37,164,22,24,1:19.699,\N,\N
5442,880,20,9,1,1,1:44.657,1:36.745,1:27.407
5443,880,17,9,2,2,1:44.472,1:36.524,1:27.827
5444,880,1,131,10,3,1:45.456,1:36.625,1:28.087
5445,880,13,6,4,4,1:44.635,1:36.666,1:28.490
5446,880,4,6,3,5,1:43.850,1:36.691,1:28.493
5447,880,3,131,9,6,1:43.380,1:36.194,1:28.523
5448,880,8,208,7,7,1:45.545,1:37.517,1:28.738
5449,880,154,208,8,8,1:44.284,1:37.641,1:29.013
5450,880,814,10,14,9,1:45.601,1:36.901,1:29.305
5451,880,18,1,5,10,1:44.688,1:36.644,1:30.357
5452,880,807,15,11,11,1:45.930,1:38.067,\N
5453,880,16,10,15,12,1:47.330,1:38.134,\N
5454,880,818,5,18,13,1:44.871,1:38.778,\N
5455,880,817,5,19,14,1:46.450,1:39.042,\N
5456,880,815,1,6,15,1:44.400,1:39.900,\N
5457,880,822,3,17,16,1:47.328,1:40.290,\N
5458,880,813,3,16,17,1:47.614,\N,\N
5459,880,821,15,12,18,1:47.776,\N,\N
5460,880,824,206,22,19,1:48.147,\N,\N
5461,880,820,206,23,20,1:48.909,\N,\N
5462,880,823,207,21,21,1:49.519,\N,\N
5463,880,819,207,20,22,1:50.626,\N,\N
5464,881,20,9,1,1,1:37.899,1:37.245,1:49.674
5465,881,13,6,4,2,1:37.712,1:36.874,1:50.587
5466,881,4,6,3,3,1:37.314,1:36.877,1:50.727
5467,881,1,131,10,4,1:37.513,1:36.517,1:51.699
5468,881,17,9,2,5,1:37.619,1:36.449,1:52.244
5469,881,3,131,9,6,1:37.239,1:36.190,1:52.519
5470,881,8,208,7,7,1:36.959,1:36.640,1:52.970
5471,881,18,1,5,8,1:37.487,1:37.117,1:53.175
5472,881,16,10,15,9,1:36.809,1:36.834,1:53.439
5473,881,815,1,6,10,1:37.702,1:37.342,1:54.136
5474,881,154,208,8,11,1:37.363,1:37.636,\N
5475,881,807,15,11,12,1:37.931,1:38.125,\N
5476,881,817,5,19,13,1:37.722,1:38.822,\N
5477,881,821,15,12,14,1:37.707,1:39.221,\N
5478,881,814,10,14,15,1:37.493,1:44.509,\N
5479,881,813,3,16,16,1:37.867,\N,\N
5480,881,818,5,18,17,1:38.157,\N,\N
5481,881,822,3,17,18,1:38.207,\N,\N
5482,881,824,206,22,19,1:38.434,\N,\N
5483,881,819,207,20,20,1:39.314,\N,\N
5484,881,820,206,23,21,1:39.672,\N,\N
5485,881,823,207,21,22,1:39.932,\N,\N
5486,882,1,131,10,1,1:35.793,1:35.078,1:34.484
5487,882,8,208,7,2,1:37.046,1:35.659,1:34.761
5488,882,4,6,3,3,1:36.253,1:35.148,1:34.788
5489,882,3,131,9,4,1:35.959,1:35.537,1:34.861
5490,882,13,6,4,5,1:35.972,1:35.403,1:34.933
5491,882,154,208,8,6,1:36.929,1:36.065,1:35.364
5492,882,817,5,19,7,1:36.993,1:36.258,1:35.998
5493,882,18,1,5,8,1:36.667,1:35.784,2:05.673
